Transaction_Date_&_Time,Transaction_Value,Remarks,Transaction_Type,Age,Gender,Occupation,Industry
1/4/2020 11:04,60471,Transaction,IBG,50,Male,Field seismologist,Construction
4/17/2020 16:59,1536,Transaction,Duitnow,19,Female,Water quality scientist,Construction
4/6/2020 8:11,3648,Car Installment,IBG,51,Male,"Designer, textile",Medical Tourism
5/6/2020 16:50,93719,Transaction,Duitnow,34,Female,Futures trader,Tourism
4/14/2020 6:39,38350,Credit Card Installment,Instant Transfer,85,Male,Medical secretary,Tourism
2/27/2020 4:07,77904,Car Installment,Instant Transfer,82,Male,Broadcast engineer,Construction
4/20/2020 2:40,20195,House Installment,Instant Transfer,89,Male,Chief Operating Officer,Medical Tourism
3/27/2020 17:40,20828,House Installment,Duitnow,82,Female,Special effects artist,Tourism
4/12/2020 1:25,14573,Transaction,IBG,66,Male,Jewellery designer,Oil and Gas
4/9/2020 5:53,13256,House Installment,Instant Transfer,29,Male,"Engineer, civil (contracting)",Finance & Banking
4/20/2020 3:50,71514,Transaction,Duitnow,74,Male,Associate Professor,Construction
4/23/2020 14:50,73499,Credit Card Installment,Duitnow,24,Female,Academic librarian,Oil and Gas
3/19/2020 22:20,34889,Car Installment,Instant Transfer,93,Male,"Engineer, energy",Transport Network
2/26/2020 4:00,89377,Credit Card Installment,IBG,67,Male,Food technologist,Tourism
3/1/2020 21:26,87977,Car Installment,Duitnow,37,Female,Geochemist,Transport Network
2/24/2020 12:26,10795,Transaction,Instant Transfer,36,Male,Animal technologist,Energy
1/1/2020 7:39,8056,Utility,IBG,95,Female,Commercial art gallery manager,Energy
2/16/2020 19:08,93193,House Installment,Duitnow,67,Female,Armed forces logistics/support/administrative officer,Energy
2/24/2020 3:01,90930,Transaction,Duitnow,84,Male,Brewing technologist,Oil and Gas
2/7/2020 20:44,69199,Credit Card Installment,Duitnow,65,Male,"Surveyor, minerals",Tourism
4/16/2020 22:29,51805,Car Installment,Duitnow,62,Male,Tree surgeon,Medical Tourism
2/6/2020 17:38,98680,House Installment,IBG,26,Female,"Development worker, international aid",Construction
1/9/2020 3:43,43102,Utility,Instant Transfer,76,Female,Technical brewer,Transport Network
4/3/2020 23:32,11176,House Installment,Duitnow,62,Female,"Librarian, public",Medical Tourism
3/5/2020 13:35,59766,Transaction,Duitnow,82,Male,Trading standards officer,Tourism
3/18/2020 4:39,73475,Transaction,Instant Transfer,88,Female,Health physicist,Automotive
2/25/2020 2:53,72492,Utility,Duitnow,68,Male,Estate manager/land agent,Tourism
2/25/2020 1:57,8064,House Installment,Duitnow,55,Male,Data processing manager,Tourism
3/25/2020 18:17,78460,Car Installment,IBG,48,Female,"Surveyor, building control",Finance & Banking
4/2/2020 16:43,30615,Utility,IBG,72,Male,"Accountant, chartered public finance",Eletrical & Electronic
2/24/2020 0:07,15488,Car Installment,Duitnow,93,Female,Visual merchandiser,Medical Tourism
2/29/2020 23:19,51107,House Installment,IBG,97,Male,English as a foreign language teacher,Construction
2/4/2020 1:05,19345,Car Installment,Duitnow,62,Male,Conference centre manager,Construction
3/28/2020 7:09,62691,Transaction,Instant Transfer,39,Male,Industrial/product designer,Eletrical & Electronic
2/10/2020 7:21,7413,Car Installment,Instant Transfer,78,Female,Accounting technician,Defence
3/17/2020 4:46,694,Utility,Duitnow,59,Female,Legal secretary,Medical Tourism
3/29/2020 0:40,94817,Credit Card Installment,Duitnow,47,Male,Ship broker,Energy
5/5/2020 3:00,10297,House Installment,Instant Transfer,53,Male,"Exhibitions officer, museum/gallery",Finance & Banking
4/1/2020 17:41,52938,House Installment,Instant Transfer,99,Female,Planning and development surveyor,Eletrical & Electronic
5/1/2020 8:45,73456,Utility,Duitnow,33,Male,Haematologist,Finance & Banking
1/29/2020 7:25,4811,Transaction,Duitnow,33,Female,Technical brewer,Oil and Gas
4/4/2020 20:55,6521,Utility,Duitnow,71,Female,"Surveyor, minerals",Construction
2/27/2020 14:21,53714,Credit Card Installment,IBG,75,Male,"Therapist, occupational",Defence
2/20/2020 9:43,14317,Transaction,Duitnow,82,Female,Site engineer,Defence
3/15/2020 0:28,24402,Car Installment,Instant Transfer,42,Male,Accounting technician,Oil and Gas
1/11/2020 9:08,35259,Credit Card Installment,Instant Transfer,20,Male,"Pharmacist, hospital",Construction
4/22/2020 18:01,97609,Car Installment,Duitnow,52,Male,"Engineer, structural",Construction
1/9/2020 14:35,90442,Credit Card Installment,Duitnow,79,Female,Trade union research officer,Energy
1/14/2020 15:01,33379,Credit Card Installment,Duitnow,99,Male,Logistics and distribution manager,Finance & Banking
2/27/2020 9:00,44955,Credit Card Installment,Instant Transfer,86,Male,Tax adviser,Defence
4/5/2020 8:52,94750,Car Installment,Duitnow,61,Male,Merchant navy officer,Tourism
4/17/2020 10:21,33771,Car Installment,Instant Transfer,39,Male,Computer games developer,Medical Tourism
1/7/2020 18:51,5145,Transaction,Instant Transfer,22,Female,Commercial horticulturist,Tourism
2/11/2020 16:23,93353,Car Installment,Duitnow,55,Female,"Psychologist, clinical",Defence
5/12/2020 3:55,44153,Utility,IBG,53,Female,Occupational hygienist,Automotive
3/12/2020 11:12,57402,Transaction,Duitnow,33,Female,Astronomer,Finance & Banking
5/9/2020 8:05,55088,Transaction,Instant Transfer,27,Male,Museum education officer,Finance & Banking
3/4/2020 5:12,86261,Car Installment,IBG,79,Male,Counsellor,Automotive
2/20/2020 17:59,22584,Utility,Instant Transfer,66,Female,"Psychotherapist, child",Construction
1/11/2020 21:04,26490,Transaction,IBG,65,Female,"Designer, graphic",Medical Tourism
2/11/2020 20:56,84903,House Installment,IBG,88,Female,Water quality scientist,Construction
4/11/2020 17:38,20394,Credit Card Installment,Instant Transfer,43,Male,Commercial/residential surveyor,Tourism
3/4/2020 8:23,86110,Transaction,Instant Transfer,21,Male,"Development worker, international aid",Eletrical & Electronic
4/15/2020 5:59,72124,Credit Card Installment,Duitnow,25,Female,Trading standards officer,Oil and Gas
2/22/2020 21:13,18769,House Installment,IBG,73,Male,Advertising art director,Defence
1/17/2020 14:25,50856,House Installment,IBG,86,Male,Tax inspector,Oil and Gas
3/13/2020 7:36,73542,Utility,IBG,44,Female,"Conservator, museum/gallery",Defence
3/6/2020 23:20,94620,Credit Card Installment,Instant Transfer,98,Female,Press sub,Eletrical & Electronic
2/1/2020 5:07,88283,Utility,Duitnow,82,Female,Stage manager,Energy
2/17/2020 22:57,23598,Transaction,IBG,76,Female,Lawyer,Transport Network
4/30/2020 23:37,33066,House Installment,IBG,65,Female,"Designer, interior/spatial",Oil and Gas
4/5/2020 3:43,18034,Transaction,Duitnow,78,Female,Paediatric nurse,Construction
4/7/2020 8:42,66147,Car Installment,IBG,44,Female,"Pharmacist, hospital",Energy
3/23/2020 22:13,11981,Transaction,IBG,59,Female,Lexicographer,Energy
5/4/2020 11:37,58618,Utility,Instant Transfer,84,Female,"Administrator, education",Construction
4/23/2020 11:48,83412,Credit Card Installment,Instant Transfer,97,Male,Pension scheme manager,Oil and Gas
2/21/2020 17:04,70014,House Installment,IBG,19,Male,Editorial assistant,Energy
1/30/2020 2:31,78155,House Installment,Instant Transfer,45,Female,"Clinical scientist, histocompatibility and immunogenetics",Automotive
2/3/2020 9:16,69312,Car Installment,Duitnow,78,Female,Futures trader,Medical Tourism
4/30/2020 5:05,81471,Credit Card Installment,Instant Transfer,46,Female,"Education officer, environmental",Energy
2/22/2020 13:34,10337,House Installment,Duitnow,63,Female,Fast food restaurant manager,Eletrical & Electronic
3/30/2020 9:30,36197,Credit Card Installment,Instant Transfer,33,Male,Medical illustrator,Construction
1/30/2020 15:18,61975,Utility,Instant Transfer,74,Male,Immigration officer,Eletrical & Electronic
3/21/2020 1:22,54910,Transaction,Duitnow,93,Male,Site engineer,Automotive
4/13/2020 6:36,61634,House Installment,Instant Transfer,86,Female,Food technologist,Medical Tourism
1/7/2020 0:14,48477,House Installment,Duitnow,91,Male,Purchasing manager,Defence
4/1/2020 17:19,99089,Utility,Instant Transfer,33,Female,"Engineer, technical sales",Tourism
4/10/2020 16:58,46551,Car Installment,IBG,22,Male,"Surveyor, minerals",Automotive
2/3/2020 23:38,84104,House Installment,Duitnow,21,Female,Local government officer,Eletrical & Electronic
1/31/2020 21:01,87456,Transaction,Instant Transfer,89,Female,Retail banker,Transport Network
2/25/2020 3:52,68047,House Installment,Duitnow,36,Male,Emergency planning/management officer,Medical Tourism
2/2/2020 5:25,23684,Utility,Instant Transfer,73,Male,"Scientist, research (physical sciences)",Construction
1/26/2020 3:40,56175,Utility,Duitnow,83,Male,Product designer,Finance & Banking
3/1/2020 16:09,49240,Credit Card Installment,Instant Transfer,23,Male,Financial adviser,Construction
5/4/2020 12:27,10571,House Installment,Duitnow,25,Female,Corporate investment banker,Medical Tourism
1/15/2020 10:03,66091,Credit Card Installment,Instant Transfer,44,Male,Trade mark attorney,Medical Tourism
1/29/2020 17:14,76690,Utility,IBG,52,Male,Midwife,Transport Network
3/15/2020 9:22,45128,Transaction,IBG,38,Male,Medical secretary,Eletrical & Electronic
2/2/2020 20:45,84898,Car Installment,Duitnow,90,Male,"Designer, blown glass/stained glass",Construction
1/2/2020 9:03,800,Car Installment,IBG,71,Male,Quantity surveyor,Energy
3/8/2020 3:48,81091,House Installment,Duitnow,38,Male,Heritage manager,Finance & Banking
1/23/2020 22:12,41564,Transaction,Duitnow,50,Female,Broadcast journalist,Eletrical & Electronic
4/17/2020 3:36,91875,Utility,Duitnow,42,Female,Fitness centre manager,Medical Tourism
1/27/2020 16:22,9518,Credit Card Installment,Instant Transfer,20,Female,Learning mentor,Defence
4/26/2020 2:30,57608,Credit Card Installment,Instant Transfer,77,Male,Estate agent,Automotive
1/1/2020 15:50,83035,Utility,Duitnow,50,Female,Surgeon,Oil and Gas
4/24/2020 9:57,12748,Car Installment,Instant Transfer,19,Female,Computer games developer,Defence
5/5/2020 17:55,82798,Credit Card Installment,Instant Transfer,97,Male,"Therapist, drama",Medical Tourism
3/23/2020 20:26,77098,Car Installment,IBG,76,Female,Amenity horticulturist,Defence
3/11/2020 16:56,62647,Car Installment,Instant Transfer,78,Female,"Education officer, environmental",Energy
2/28/2020 6:55,75420,Credit Card Installment,Instant Transfer,94,Male,Environmental health practitioner,Medical Tourism
1/19/2020 10:43,3100,Credit Card Installment,Instant Transfer,56,Female,Commercial art gallery manager,Automotive
5/6/2020 3:10,54632,Car Installment,Instant Transfer,47,Male,Pensions consultant,Oil and Gas
1/8/2020 20:46,22383,Car Installment,IBG,86,Male,"Scientist, clinical (histocompatibility and immunogenetics)",Transport Network
2/19/2020 12:42,71556,Credit Card Installment,Instant Transfer,67,Female,Mudlogger,Energy
3/12/2020 13:49,27442,Credit Card Installment,IBG,55,Male,Commercial horticulturist,Tourism
1/31/2020 21:55,29058,Car Installment,Instant Transfer,35,Male,Commercial horticulturist,Eletrical & Electronic
4/28/2020 1:12,35457,Utility,Instant Transfer,25,Male,"Lecturer, higher education",Eletrical & Electronic
4/21/2020 18:42,97277,Car Installment,IBG,63,Female,Bonds trader,Construction
3/7/2020 17:58,61482,Credit Card Installment,IBG,29,Female,"Engineer, manufacturing systems",Medical Tourism
2/5/2020 7:13,84968,House Installment,Instant Transfer,28,Male,Sub,Oil and Gas
5/2/2020 21:35,4065,House Installment,Duitnow,76,Male,Retail manager,Transport Network
4/7/2020 4:54,43913,Utility,Duitnow,56,Male,Accommodation manager,Tourism
1/8/2020 17:17,98846,Utility,Instant Transfer,34,Male,"Accountant, chartered management",Oil and Gas
1/24/2020 16:31,32581,Car Installment,IBG,19,Female,Patent examiner,Tourism
2/1/2020 9:12,17451,Transaction,Duitnow,51,Female,Museum/gallery exhibitions officer,Eletrical & Electronic
1/14/2020 8:13,81046,Utility,Duitnow,92,Female,Food technologist,Finance & Banking
3/8/2020 5:24,43785,Car Installment,Duitnow,86,Female,Chief Marketing Officer,Automotive
2/8/2020 16:54,49274,Credit Card Installment,Instant Transfer,61,Female,Associate Professor,Tourism
4/5/2020 15:02,44088,House Installment,Instant Transfer,99,Female,Records manager,Transport Network
4/4/2020 2:46,27321,Credit Card Installment,Instant Transfer,54,Female,Advertising copywriter,Automotive
4/26/2020 16:43,80580,Utility,Duitnow,90,Male,Warehouse manager,Eletrical & Electronic
2/22/2020 9:35,29088,Car Installment,Instant Transfer,27,Female,Higher education lecturer,Oil and Gas
1/10/2020 14:17,23160,Transaction,Instant Transfer,80,Female,"Designer, textile",Eletrical & Electronic
4/8/2020 17:00,96023,Utility,Duitnow,76,Male,Meteorologist,Tourism
2/17/2020 8:50,76112,Car Installment,IBG,57,Female,Surgeon,Transport Network
3/1/2020 16:33,30926,House Installment,Instant Transfer,96,Male,Administrator,Transport Network
4/1/2020 19:22,51082,Transaction,Instant Transfer,82,Male,Teaching laboratory technician,Construction
5/7/2020 19:46,55294,House Installment,Instant Transfer,73,Male,"Physicist, medical",Defence
1/8/2020 3:58,34949,Credit Card Installment,Duitnow,69,Female,Mental health nurse,Oil and Gas
1/13/2020 15:43,89608,House Installment,Instant Transfer,99,Female,Museum/gallery conservator,Transport Network
4/5/2020 16:48,72352,Utility,Duitnow,80,Male,"Engineer, technical sales",Oil and Gas
4/5/2020 14:37,81639,Car Installment,Instant Transfer,22,Female,"Social research officer, government",Finance & Banking
2/13/2020 17:31,59339,House Installment,Duitnow,35,Male,"Clinical scientist, histocompatibility and immunogenetics",Energy
1/16/2020 3:02,86156,House Installment,IBG,93,Female,Pharmacologist,Eletrical & Electronic
3/22/2020 8:40,43007,Utility,IBG,29,Female,Lawyer,Medical Tourism
4/9/2020 16:23,60794,Car Installment,Instant Transfer,57,Female,Educational psychologist,Transport Network
2/15/2020 6:35,73117,House Installment,IBG,75,Male,Adult guidance worker,Medical Tourism
3/12/2020 19:41,66879,Utility,Duitnow,78,Female,Patent attorney,Construction
1/31/2020 19:27,71070,House Installment,Instant Transfer,55,Male,Visual merchandiser,Construction
1/8/2020 23:56,74860,Utility,Instant Transfer,24,Female,Accounting technician,Eletrical & Electronic
1/2/2020 2:31,33563,Car Installment,IBG,79,Male,Government social research officer,Eletrical & Electronic
2/12/2020 21:46,93310,Credit Card Installment,Duitnow,19,Male,"Programme researcher, broadcasting/film/video",Automotive
1/9/2020 9:24,97741,Transaction,Instant Transfer,28,Male,Dancer,Oil and Gas
4/13/2020 2:05,79251,Utility,Duitnow,82,Female,Product manager,Defence
2/7/2020 8:14,11073,House Installment,IBG,80,Female,Pathologist,Finance & Banking
1/25/2020 21:56,25569,Utility,Instant Transfer,96,Female,"Engineer, control and instrumentation",Finance & Banking
2/6/2020 20:47,17741,Car Installment,Instant Transfer,98,Male,Product designer,Construction
1/20/2020 6:18,26999,Car Installment,Duitnow,95,Male,Administrator,Eletrical & Electronic
1/19/2020 21:30,65595,House Installment,Duitnow,66,Male,Archivist,Finance & Banking
1/26/2020 12:47,56369,Car Installment,Instant Transfer,87,Female,"Clinical scientist, histocompatibility and immunogenetics",Construction
3/10/2020 20:42,21146,Transaction,IBG,85,Female,"Optician, dispensing",Automotive
1/22/2020 7:29,30141,Transaction,Instant Transfer,62,Male,"Surveyor, commercial/residential",Defence
3/19/2020 7:30,82158,Transaction,IBG,23,Male,Sports therapist,Construction
3/11/2020 6:11,30804,Utility,IBG,58,Female,Pharmacologist,Eletrical & Electronic
3/6/2020 23:35,12868,Car Installment,Duitnow,64,Male,Physiological scientist,Oil and Gas
2/7/2020 16:23,21869,Car Installment,Instant Transfer,77,Male,Commercial horticulturist,Transport Network
3/17/2020 8:30,16783,Car Installment,Duitnow,22,Male,Careers information officer,Tourism
5/1/2020 17:15,37238,Transaction,Duitnow,21,Female,Tree surgeon,Eletrical & Electronic
1/3/2020 5:15,33340,Transaction,Instant Transfer,18,Male,"Engineer, electronics",Tourism
2/20/2020 22:26,46998,Credit Card Installment,Duitnow,53,Male,"Engineer, civil (contracting)",Energy
1/2/2020 20:11,88344,House Installment,Instant Transfer,33,Male,"Conservation officer, historic buildings",Medical Tourism
3/1/2020 11:37,50627,Credit Card Installment,Instant Transfer,55,Male,Equities trader,Automotive
1/8/2020 8:57,71841,Credit Card Installment,IBG,38,Male,Art therapist,Tourism
1/4/2020 4:28,82227,Utility,IBG,84,Male,Education administrator,Medical Tourism
2/4/2020 1:55,17970,Car Installment,Duitnow,70,Male,"Teacher, special educational needs",Automotive
5/4/2020 13:17,4223,Credit Card Installment,Duitnow,63,Female,Research scientist (physical sciences),Eletrical & Electronic
2/3/2020 14:24,38216,Utility,Duitnow,23,Male,Biomedical engineer,Automotive
5/4/2020 14:05,24247,Utility,Duitnow,49,Male,Illustrator,Construction
1/9/2020 12:43,10559,House Installment,IBG,65,Male,Production engineer,Eletrical & Electronic
4/14/2020 22:06,80869,Car Installment,IBG,64,Female,Hospital pharmacist,Finance & Banking
3/3/2020 7:44,16810,Car Installment,IBG,81,Female,"Therapist, occupational",Transport Network
2/11/2020 12:03,76971,Credit Card Installment,IBG,94,Female,Pensions consultant,Defence
1/22/2020 16:43,66665,Transaction,Duitnow,90,Male,"Engineer, civil (contracting)",Transport Network
5/8/2020 4:53,98890,Transaction,Duitnow,44,Female,Photographer,Transport Network
4/1/2020 14:54,58321,Utility,IBG,21,Female,Primary school teacher,Defence
2/8/2020 20:43,76561,Car Installment,Duitnow,57,Female,Broadcast presenter,Eletrical & Electronic
4/19/2020 13:55,49168,House Installment,Instant Transfer,32,Female,"Pharmacist, community",Medical Tourism
4/3/2020 7:49,98224,Transaction,IBG,22,Female,"Librarian, academic",Oil and Gas
4/6/2020 22:41,66532,Utility,Duitnow,29,Male,Logistics and distribution manager,Construction
1/20/2020 2:22,10919,Transaction,Instant Transfer,99,Female,Retail manager,Tourism
3/20/2020 5:52,77675,Credit Card Installment,IBG,72,Female,"Development worker, international aid",Finance & Banking
3/15/2020 21:25,54633,Transaction,IBG,57,Female,Research scientist (physical sciences),Transport Network
3/22/2020 5:32,39088,House Installment,Duitnow,25,Female,Retail manager,Defence
5/5/2020 15:13,37170,Credit Card Installment,IBG,86,Male,Advertising account planner,Transport Network
2/12/2020 20:58,68648,Credit Card Installment,Instant Transfer,91,Male,Product designer,Construction
1/13/2020 14:45,89429,Utility,IBG,82,Female,"Production assistant, radio",Transport Network
1/22/2020 21:46,97039,Utility,IBG,25,Female,Occupational therapist,Automotive
3/21/2020 11:24,68609,Credit Card Installment,IBG,38,Male,Biomedical engineer,Energy
4/1/2020 21:33,24036,Utility,Duitnow,25,Male,Leisure centre manager,Oil and Gas
3/28/2020 9:51,79484,Utility,Instant Transfer,98,Male,"Runner, broadcasting/film/video",Construction
3/28/2020 18:00,9680,Car Installment,Duitnow,86,Female,Water quality scientist,Automotive
3/25/2020 6:14,79122,Utility,IBG,54,Female,"Administrator, sports",Tourism
1/16/2020 6:33,27195,Utility,IBG,96,Male,"Engineer, energy",Tourism
2/29/2020 1:23,79033,Credit Card Installment,Duitnow,85,Male,"Accountant, chartered management",Transport Network
3/21/2020 5:25,60304,Transaction,Instant Transfer,43,Female,Commercial art gallery manager,Construction
1/25/2020 15:13,38208,Credit Card Installment,IBG,30,Female,"Surveyor, mining",Energy
3/6/2020 17:11,1194,Car Installment,Duitnow,21,Male,"Teacher, early years/pre",Eletrical & Electronic
1/29/2020 6:00,2662,Transaction,IBG,85,Female,"Lecturer, further education",Defence
1/31/2020 1:47,37716,Transaction,Instant Transfer,38,Male,Police officer,Oil and Gas
2/28/2020 14:18,46287,Car Installment,IBG,93,Female,Freight forwarder,Tourism
3/22/2020 3:59,57007,Credit Card Installment,Instant Transfer,73,Female,Fisheries officer,Tourism
2/11/2020 16:38,89966,Credit Card Installment,Duitnow,44,Male,Health promotion specialist,Defence
3/13/2020 9:55,99133,Utility,Duitnow,58,Male,Energy engineer,Tourism
3/29/2020 3:28,53595,Car Installment,Instant Transfer,54,Male,"Administrator, sports",Energy
3/31/2020 9:09,88969,Credit Card Installment,IBG,63,Male,Cartographer,Transport Network
4/26/2020 4:50,26425,Credit Card Installment,IBG,43,Female,Mining engineer,Construction
4/30/2020 19:15,77084,Car Installment,IBG,28,Female,Sport and exercise psychologist,Automotive
4/25/2020 2:11,48806,Transaction,IBG,45,Female,"Surveyor, rural practice",Defence
1/18/2020 16:59,48110,House Installment,Instant Transfer,79,Male,Higher education careers adviser,Energy
2/23/2020 9:26,9022,House Installment,IBG,77,Female,"Engineer, technical sales",Construction
1/6/2020 12:57,12744,Credit Card Installment,Duitnow,68,Female,"Nurse, mental health",Energy
4/11/2020 18:00,45225,Transaction,Duitnow,98,Male,Database administrator,Finance & Banking
3/21/2020 13:46,25353,Car Installment,IBG,83,Female,Financial manager,Transport Network
1/24/2020 12:35,2540,House Installment,Duitnow,19,Male,Barrister's clerk,Construction
1/11/2020 12:05,82058,Utility,IBG,23,Female,Armed forces logistics/support/administrative officer,Oil and Gas
4/11/2020 0:48,56056,Credit Card Installment,Duitnow,53,Female,Architectural technologist,Defence
1/26/2020 6:51,82208,Utility,IBG,78,Female,Diagnostic radiographer,Transport Network
1/3/2020 21:46,22360,Transaction,Duitnow,50,Female,Actor,Tourism
4/12/2020 23:54,29161,House Installment,IBG,87,Female,"Surveyor, insurance",Automotive
4/9/2020 23:48,10455,House Installment,Instant Transfer,46,Female,"Horticulturist, amenity",Defence
2/29/2020 15:21,6038,Credit Card Installment,IBG,87,Female,Pharmacologist,Medical Tourism
3/1/2020 22:56,20481,House Installment,IBG,79,Male,Television/film/video producer,Eletrical & Electronic
3/6/2020 17:39,19120,House Installment,IBG,68,Male,Science writer,Eletrical & Electronic
1/20/2020 8:59,93659,Car Installment,Duitnow,45,Female,Dispensing optician,Energy
4/5/2020 22:53,76669,Car Installment,Instant Transfer,93,Male,Ambulance person,Defence
1/31/2020 15:23,48466,Utility,IBG,65,Male,Proofreader,Medical Tourism
4/6/2020 14:08,97675,Transaction,IBG,44,Female,Nature conservation officer,Automotive
3/22/2020 4:38,71459,Credit Card Installment,Duitnow,41,Female,Adult nurse,Construction
2/19/2020 5:48,48705,House Installment,IBG,19,Female,"Psychotherapist, dance movement",Defence
3/28/2020 20:08,82455,House Installment,Instant Transfer,62,Female,Medical laboratory scientific officer,Construction
1/2/2020 19:54,25539,Transaction,IBG,78,Female,Magazine journalist,Oil and Gas
3/8/2020 7:18,99184,Utility,IBG,47,Male,Textile designer,Tourism
3/6/2020 1:38,65943,House Installment,Duitnow,96,Male,Higher education lecturer,Oil and Gas
5/1/2020 14:41,78926,Utility,IBG,40,Male,Child psychotherapist,Oil and Gas
4/15/2020 0:52,29153,Utility,Duitnow,67,Female,Music therapist,Defence
4/16/2020 19:03,98822,Credit Card Installment,Duitnow,90,Male,Barrister,Construction
1/30/2020 21:08,96344,Credit Card Installment,Duitnow,22,Female,Art gallery manager,Construction
4/30/2020 13:25,81610,Utility,IBG,96,Female,"Psychologist, educational",Automotive
3/22/2020 14:53,63173,Car Installment,Duitnow,53,Male,Comptroller,Transport Network
2/23/2020 18:57,67087,Car Installment,Duitnow,64,Female,Tourism officer,Medical Tourism
2/20/2020 1:58,50954,Car Installment,IBG,55,Male,"Scientist, forensic",Finance & Banking
1/24/2020 13:38,20675,Transaction,IBG,86,Female,"Physicist, medical",Oil and Gas
2/12/2020 0:05,88359,Transaction,IBG,92,Female,"Producer, radio",Tourism
4/9/2020 22:51,10234,Utility,IBG,44,Female,"Exhibitions officer, museum/gallery",Finance & Banking
2/25/2020 19:07,24694,Credit Card Installment,Duitnow,63,Female,"Designer, multimedia",Eletrical & Electronic
5/12/2020 5:49,60191,House Installment,Duitnow,88,Male,Records manager,Tourism
1/16/2020 18:32,37567,Utility,Duitnow,71,Male,Nature conservation officer,Automotive
3/19/2020 14:53,15362,House Installment,Duitnow,92,Female,Museum/gallery exhibitions officer,Eletrical & Electronic
3/22/2020 23:56,43568,Credit Card Installment,Duitnow,80,Male,Sales executive,Eletrical & Electronic
1/20/2020 9:49,82944,Utility,IBG,98,Female,"Investment banker, operational",Finance & Banking
2/6/2020 5:19,78247,Transaction,Duitnow,90,Male,Armed forces operational officer,Defence
2/25/2020 23:58,71997,House Installment,Instant Transfer,24,Female,Aid worker,Finance & Banking
4/18/2020 4:59,63547,Transaction,Instant Transfer,95,Male,Herpetologist,Construction
1/10/2020 10:58,88511,Transaction,Instant Transfer,56,Male,Gaffer,Defence
2/28/2020 5:33,38398,Utility,Instant Transfer,58,Female,Retail banker,Automotive
4/25/2020 10:56,13196,Credit Card Installment,IBG,71,Female,Fisheries officer,Finance & Banking
4/12/2020 2:26,71874,Credit Card Installment,Instant Transfer,78,Male,Technical brewer,Energy
1/14/2020 8:55,79027,House Installment,Instant Transfer,26,Male,Psychiatric nurse,Construction
2/7/2020 12:29,96615,Credit Card Installment,IBG,67,Male,Trade union research officer,Defence
1/13/2020 7:38,81850,House Installment,Duitnow,92,Female,Forensic scientist,Finance & Banking
4/20/2020 2:59,1731,Car Installment,Duitnow,96,Female,Medical secretary,Tourism
2/14/2020 7:41,60468,Transaction,Instant Transfer,85,Female,Garment/textile technologist,Energy
5/9/2020 13:29,68179,Car Installment,Duitnow,70,Male,Arts administrator,Automotive
3/15/2020 23:21,5505,Credit Card Installment,IBG,28,Male,Warden/ranger,Tourism
2/16/2020 17:20,56681,Utility,Instant Transfer,80,Male,"Lecturer, higher education",Eletrical & Electronic
5/9/2020 8:32,11719,Utility,Instant Transfer,86,Female,Newspaper journalist,Construction
4/10/2020 9:51,85628,Credit Card Installment,Instant Transfer,82,Female,"Accountant, chartered management",Finance & Banking
2/2/2020 21:14,38274,Transaction,IBG,82,Female,"Surveyor, insurance",Tourism
2/25/2020 22:26,30337,Credit Card Installment,Instant Transfer,78,Male,Medical illustrator,Defence
3/28/2020 1:22,4081,Transaction,IBG,31,Male,Educational psychologist,Energy
2/25/2020 13:53,42541,Utility,IBG,45,Female,Lexicographer,Construction
3/3/2020 0:03,61281,Credit Card Installment,IBG,40,Male,"Psychologist, occupational",Transport Network
5/5/2020 18:47,31555,Car Installment,Duitnow,63,Male,"Engineer, maintenance",Construction
3/20/2020 21:45,12812,Transaction,IBG,80,Female,Ophthalmologist,Defence
1/19/2020 0:56,89753,House Installment,Duitnow,52,Female,Child psychotherapist,Defence
3/29/2020 10:57,77975,Car Installment,Instant Transfer,22,Female,Consulting civil engineer,Oil and Gas
4/15/2020 7:11,78617,Transaction,Duitnow,32,Male,Water quality scientist,Defence
4/1/2020 5:18,87514,House Installment,IBG,75,Female,Conference centre manager,Tourism
4/28/2020 23:25,61287,Credit Card Installment,IBG,24,Female,Information officer,Transport Network
1/14/2020 3:12,11935,Utility,Duitnow,75,Male,"Investment banker, corporate",Eletrical & Electronic
4/8/2020 15:12,11078,Car Installment,Duitnow,69,Female,"Scientist, audiological",Transport Network
2/9/2020 21:18,49002,Transaction,IBG,96,Male,Medical technical officer,Transport Network
1/1/2020 17:02,95960,Credit Card Installment,Duitnow,64,Male,Associate Professor,Finance & Banking
1/25/2020 11:55,8608,Car Installment,Duitnow,45,Female,"Librarian, academic",Medical Tourism
1/23/2020 22:57,52479,Credit Card Installment,Instant Transfer,24,Female,Furniture designer,Finance & Banking
4/1/2020 16:56,54223,Utility,Duitnow,49,Male,"Civil engineer, contracting",Eletrical & Electronic
1/20/2020 0:36,7005,Credit Card Installment,Duitnow,82,Male,Financial planner,Oil and Gas
3/23/2020 18:42,1373,Transaction,Instant Transfer,67,Female,Heritage manager,Eletrical & Electronic
3/14/2020 4:49,94048,Transaction,Duitnow,80,Female,Operational researcher,Medical Tourism
2/6/2020 18:52,78633,Transaction,Duitnow,41,Male,Fish farm manager,Oil and Gas
1/8/2020 19:00,69294,Transaction,Duitnow,36,Male,Building surveyor,Oil and Gas
2/14/2020 5:51,76689,Car Installment,Duitnow,22,Male,Chartered accountant,Medical Tourism
